symbol	globalScore	otGeneticsPortal	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	chembl	crisprScreen	crispr	slapenrich	progeny	reactome	sysbio	europepmc	expressionAtlas	impc	maxClinicalTrialPhase	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
ZNF746	0.022105484923385123	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1818092208046622	No data	No data	No data	0	0	0	0	0	0.5606050000000004	No data	-0.6064805167743279	-0.037721630733453804	0	No data	No data	0	-1	-1
MSH5	0.022101971483994162	0.03574813402230904	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	0	0	0	0.44244500000000003	No data	-0.2594290477182747	-0.2103792290237294	0	-1	No data	0	0.5	0
NEAT1	0.022099261304343254	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1817580339009363	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
DBH	0.022037307726782054	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.18124848924713197	No data	No data	0.5	0	0	1	1	0	0	No data	0.12085851219003962	-0.8969987469653173	0	-1	No data	0	1	0.5
ACTB	0.021996663664429074	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1809142072654273	No data	No data	No data	0	0	0	0	0	1	No data	-0.8476765992915191	-0.9060640781303275	0	No data	No data	-0.9733325	-1	-1
JADE2	0.02197747581201068	0.03615127889285036	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.5443649999999998	No data	-0.9180037507814128	-0.20048869973694317	0	No data	No data	0	-1	-1
UGT2B7	0.021847558920970775	0.03593757547208222	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	1	1	0	No data	No data	0.568347572410919	No data	0	-1	No data	-0.6880900000000001	0.75	0
TFEB	0.021797056726239702	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1792725159826895	No data	No data	No data	0	0	0	0	0	0.6743699999999997	No data	-0.65805376120025	-0.5471422637274439	0	No data	No data	0	0.5	-1
SEMA5A	0.021770088769459003	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.17905071477697124	No data	No data	No data	0	0	0	0	0	0.7067050000000001	No data	-0.5180245884559282	-0.5716940165100484	0	No data	No data	0	-1	0
BMP2	0.021766187648770672	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.17901862954043068	No data	No data	No data	0	1	0	0	0	0.5580800000000004	No data	-0.8570535528235049	-0.891535030039029	0	No data	No data	-0.08459500000000002	-1	0
C9orf72	0.021735553974374093	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1787666791990684	No data	No data	No data	0	0	0	0	0	0.9064450000000001	No data	0.02260887684934354	-0.885673939109945	0	No data	No data	No data	-1	-1
MSH5-SAPCD1	0.021732391629309462	0.03574813402230904	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	-0.2103792290237294	No data	No data	No data	No data	No data	No data
ANG	0.021719077004270202	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.17863116237570117	No data	No data	No data	0	1	0	0	0	0	No data	0.9166493019379038	-0.7703713640242499	0	No data	No data	0	1	-1
GHRL	0.02168198309771158	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.17832607907753342	No data	No data	No data	0	1	0	0	0	0.188035	No data	0.9929151906647218	-0.2948782721385751	0	No data	No data	No data	1	0
CP	0.0216786024275274	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1782982743487924	No data	No data	No data	0	1	0	0	1	0.1314549999999997	No data	-0.3236090852260888	-0.918983193745192	0	No data	No data	0	1	0
TREM2	0.021643959058885387	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.178013345794604	No data	No data	No data	0	1	0	0	0	0	No data	0.8206918107939154	-0.6993547291119451	0	No data	No data	0	0.5	0
TPPP	0.02161910479725887	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1778089289290318	No data	No data	No data	0	0	0	0	0	0.58904	No data	0.007918316315899121	-0.2922358052807819	0	No data	No data	0	1	0
CASP3	0.021609162867379645	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.17772716033038305	No data	No data	0.5	0	0	1	1	1	0.3321300000000001	0	-0.27745363617420293	-0.9136153888089438	0	-1	No data	0	-1	-1
HMOX1	0.02157414756773807	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.17743917278493263	No data	No data	No data	1	0	1	1	1	0.09722000000000008	No data	0.021150239633257018	-0.9708754752798943	0	No data	No data	0	1	-1
VIP	0.021517742908119704	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.17697526587447537	No data	No data	No data	0	1	0	0	0	0	No data	0.5482392165034382	-0.8816230680570553	0	No data	No data	0	0.5	0
DCAF16	0.0215100672458413	0.03538242729328395	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	No data	No data	0.6003334027922484	No data	0	No data	No data	No data	-1	-1
DTNBP1	0.021435631571712705	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1762999313073701	No data	No data	No data	0	0	0	0	0	0	No data	0.09345697020212551	-0.7252430447994453	0	-1	No data	0	0.5	-1
PLEKHH3	0.021390708992543837	0.03518609202985201	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.6469099999999998	No data	-0.22087934986455515	No data	0	No data	No data	No data	-1	0
PLEKHM1	0.021276195155023596	0.033477898468493035	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	0	0	0	0	0.13825999999999966	No data	-0.5386538862262971	-0.28203825641617164	0	No data	No data	0	0.5	0
LBP	0.021276077411658774	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.17498765891813786	No data	No data	No data	0	1	0	0	0	0	No data	0.48010002083767445	-0.657555126286228	0	No data	No data	0	1	0
NOL4	0.021233790449488723	0.03492797294183805	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.7257049999999999	No data	-0.8617420295894977	-0.12511711754295884	0	No data	No data	0	0.75	0.5
SIRT2	0.02121833308403862	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1745127337469916	No data	No data	No data	0	0	1	1	1	0.3830350000000003	No data	0.05938737236924352	-0.8134319956855326	0	-1	No data	0	0.75	-1
LAP3	0.02120583694866422	0.033674573443654675	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.024148362238461615	No data	No data	0.5	0	0	0	1	0	0.5183050000000001	No data	-0.017295269847884986	No data	0	No data	No data	0	-1	-1
TAC1	0.021188785337116777	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.16999913217708484	0.01708233027894009	No data	No data	0	1	0	0	0	0.7674399999999999	No data	-0.4512398416336737	-0.2024885471391505	0	No data	No data	No data	1	0
HDAC6	0.02117891450539323	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.17418853090350803	No data	No data	1	0	0	1	1	0	0	1	-0.9932277557824547	-0.16399645081650704	0	-1	No data	0	-1	-1
MAOA	0.021108779520149865	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.17361169727771625	No data	No data	1	0	0	1	1	0	0.37381499999999973	0	-0.9472806834757241	-0.8569981264333726	0	-1	No data	-0.2836825000000001	0.5	0
NRGN	0.02110533679757294	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.173583382191604	No data	No data	No data	No data	No data	0	0	0	0.8076900000000002	No data	0.57136903521567	-0.17077894484562928	0	No data	No data	No data	1	0
NGF	0.021015328944426818	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1728431017723545	No data	No data	0.75	0	1	0	1	0	0.2531100000000002	No data	-0.4593665346947281	-0.9440334094766056	0	No data	No data	0	0.5	0
IL10	0.020876410326904123	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.17170054888583794	No data	No data	0.5	0	1	0	0	0	0	No data	0.16045009376953523	-0.9605896874209293	0	-1	No data	0	0.5	0
TFAM	0.020869543697965957	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.17164407346984373	No data	No data	No data	0	0	0	0	0	0	No data	-0.36518024588455933	-0.7057021566641597	0	No data	No data	0	-1	-1
SLC1A2	0.020868297996035644	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.17163382804441696	No data	No data	No data	1	0	1	1	0	0.7560949999999999	1	-0.5944988539279017	-0.7617454618458719	0	No data	No data	0	1	0
NAMPT	0.020860729575536505	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.17157158065927974	No data	No data	0.5	0	1	1	1	1	0.7861499999999999	1	-0.743384038341321	-0.2469166240426829	0	No data	No data	0	-1	-1
GOLGA6L2	0.02082946923842999	0.034262895251010096	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	No data	No data	0.381433632006668	No data	0	No data	No data	0	1	0.5
TRIB3	0.020723574385020177	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.17044353129037815	No data	No data	No data	0	0	0	0	0	0	No data	0.9112315065638674	0	0	No data	No data	0	0.5	0
GOSR2	0.02058135202473533	0.03385476127479201	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.41037999999999997	No data	0.49583246509689527	-0.5056323450652125	-1	No data	No data	0	-1	-1
GPATCH8	0.020566514317519376	0.0338303543730949	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.5106549999999999	No data	-0.9224838508022505	No data	0	No data	No data	0	-1	0
LOX	0.020540328250221045	0.03257665364520132	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02421253271154284	No data	No data	No data	0	1	1	1	0	0.31654499999999997	No data	-0.7768285059387372	-0.9660905811010109	0	No data	No data	0	0.5	0
PCBP3	0.02053812212130092	0.033783651366223064	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.8652299999999997	No data	-0.6439883309022714	No data	0	No data	No data	-0.24528250000000007	0.5	0
ZNF729	0.02048683936849681	0.03369929513191879	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	No data	No data	0.046363825797041125	0	0	No data	No data	0	1	1
KCNJ6	0.020436840059776404	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.16388801085613286	0.016788957888995	No data	No data	0	0	1	1	0	0.9645400000000002	No data	-0.4851010627214003	-0.8389368782416481	0	No data	No data	-0.24940999999999997	0.5	0.5
ALDH1A1	0.020422136309541126	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1627165794662946	0.020990952395634643	No data	No data	0	0	1	1	0	0.35129499999999964	1	-0.7100437591164825	No data	0	-1	No data	-0.32135749999999985	0.5	0
EPO	0.02034201441965509	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.16730534544040868	No data	No data	No data	0	1	0	0	0	0	No data	-0.01802458845592836	-0.9469868499371722	0	No data	No data	No data	1	0.5
MED28	0.020266618670519505	0.03333704880578679	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.7191000000000003	No data	0.5369868722650553	-0.13211318336870448	-1	No data	No data	No data	-1	-1
HPGDS	0.020201450591146423	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.16614926131816238	No data	No data	No data	0	0	1	1	1	0.020100000000000052	No data	0.7010835590748072	-0.6644851090597736	0	No data	No data	0	0.5	0
MMP9	0.0201488167140115	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.16571636766199538	No data	No data	0.75	0	1	1	1	1	0	No data	0.35465722025421953	-0.9750241352135316	0	-1	No data	0	0.75	0
PTEN	0.020064828083870837	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1650255930666744	No data	No data	No data	0	0	0	1	0	No data	No data	-0.4888518441341946	-0.9668382388525384	0	-1	-1	0	-1	-1
DNM3	0.02000864268834677	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.16456348952014574	No data	No data	No data	0	0	0	0	1	0.8841250000000003	No data	-0.5193790372994374	No data	0	No data	No data	-0.5104299999999998	0.5	0
RETREG3	0.01998584530694893	0.03287519794270558	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.5600850000000002	No data	-0.47634923942488017	-0.28182434237523896	0	No data	No data	No data	-1	-1
MMP3	0.01997930371087883	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.16432218756946973	No data	No data	0.75	0	1	1	1	1	0	No data	0.551885809543655	-0.1613539839587136	0	-1	No data	-0.45492750000000015	0.5	0
CEACAM5	0.0199573121529739	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1641413153551377	No data	No data	1	1	0	0	0	0	No data	No data	0.09762450510523024	-0.8096466807352917	0	No data	No data	0	1	0
TUFM	0.019923143682332615	0.031860162334923156	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	0	1	0	0.64835	No data	-0.209939570743905	0	0	No data	No data	0	-1	-1
TLR9	0.019900848564063735	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.16367692377362883	No data	No data	1	0	0	1	1	0	0	0	-0.21327359866638884	-0.49015973580271516	0	No data	No data	0	0.5	0.5
NFATC2IP	0.01989071585889093	0.032718717224124234	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.13523650760575112	-0.2343780366097814	0	No data	No data	0	-1	-1
CD8A	0.019855899474591387	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.16330723457833768	No data	No data	No data	1	0	0	0	0	0	No data	0.6109606167951656	-0.1065649757261597	0	No data	No data	No data	1	0
ALDH2	0.019842761851048017	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.16319918261259597	No data	No data	1	0	0	1	1	1	0.75822	No data	0.22650552198374663	-0.9235787324090616	0	-1	No data	-0.3230174999999999	0.5	-1
VPS37B	0.019752440475941498	0.032491264718851144	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.19298	No data	-0.16638883100645963	-0.05377051238253633	0	No data	No data	0	-1	-1
TMPRSS9	0.019744065463812476	0.03247748845983955	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	No data	0.07126484684309231	-0.14033772664384908	0	No data	No data	0	0.75	0.5
LAG3	0.01972597593933601	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.16223866282834734	No data	No data	1	1	1	0	0	0	0	No data	-0.49739529068555954	-0.26869851984937604	0	No data	No data	0	0.5	0
FN1	0.019708853505654142	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.16209783731211147	No data	No data	1	0	1	0	1	0	0.6003250000000001	No data	-0.7057720358408002	-0.962909460361478	0	No data	No data	0	0.5	0
HSPA8	0.019705870422669754	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.16207330258713856	No data	No data	0.75	0	0	1	1	0	0.9922600000000003	No data	-0.8860179204000833	No data	-1	No data	No data	-0.6594425000000002	-1	-1
MCAT	0.01965959504781122	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.16169270519809087	No data	No data	No data	0	0	0	0	0	0	No data	0.3061054386330486	No data	0	No data	No data	No data	-1	-1
MANF	0.019654503684831202	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.16165083067059513	No data	No data	No data	0	1	0	0	0	0.8076900000000002	No data	0.5910606376328402	-0.3195688435717939	0	No data	No data	0	-1	-1
PPM1H	0.019619967874503354	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1613667867427046	No data	No data	No data	0	0	0	0	0	0.815175	No data	-0.625130235465722	No data	0	No data	No data	0	0.5	0
CLU	0.019558335078940888	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.16085988039905003	No data	No data	0.75	0	1	0	0	0	0	No data	-0.10022921441967081	-0.9206506011358581	0	No data	No data	0	0.5	-1
CAT	0.01955675097652152	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.16084685175807975	No data	No data	No data	0	0	0	1	1	0.46869000000000016	No data	0.17743279849968752	-0.7483452599515245	0	-1	No data	No data	0.5	-1
EGR1	0.01952604350405866	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1605942944556409	No data	No data	0.5	0	0	0	0	0	0.5488050000000001	No data	-0.38966451344030006	-0.9427653135824801	0	-1	No data	0	-1	-1
TNFRSF1A	0.019441017057450164	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.15989498421389509	No data	No data	0.25	1	1	0	1	0	0	No data	-0.8435090643884142	-0.939692114567684	0	-1	No data	0	-1	-1
REST	0.01941979272376267	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1597204221274629	No data	No data	No data	0	0	0	0	0	0	No data	-0.7762033757032716	-0.8407122409345177	0	No data	No data	0	-1	-1
RPS27A	0.019402942370946846	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.15958183437305054	No data	No data	1	0	0	1	1	0	0.9679499999999998	No data	-0.6665972077516149	No data	-1	No data	No data	0	-1	-1
NOX1	0.019398588936289214	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.15954602902584047	No data	No data	0.5	1	0	1	1	0	0.20212999999999964	0	0.1889977078558034	-0.8147533098259004	0	No data	No data	0	1	0.5
HLA-DRB1	0.019259239422563294	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.15839993218164886	No data	No data	0.75	1	0	0	1	0	0	No data	0.2992290060429257	0	0	-1	No data	-0.718045	0.5	0
HNMT	0.019227827562392205	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1581415815577415	No data	No data	No data	0	0	0	1	1	0.195205	No data	-0.1419045634507189	-0.2024885471391505	0	-1	No data	No data	0.5	-1
SATB2	0.019218152443604492	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.15806200737902149	No data	No data	No data	0	0	0	0	0	0.9795349999999999	No data	-0.9840591789956241	-0.8713113433244642	0	No data	No data	0	0.75	0
CD200	0.019209137722405244	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.15798786471973633	No data	No data	0.5	1	0	0	0	0	0	No data	-0.42290060429256093	-0.29396872528086954	0	No data	No data	0	0.5	-1
NR4A1	0.019130200533745707	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.15733863631273956	No data	No data	No data	0	0	1	1	0	0.5902999999999998	No data	-0.5304230047926651	-0.45202533831599084	0	No data	No data	0	-1	-1
GSTM1	0.019118089209434905	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.15723902526853534	No data	No data	No data	0	0	0	1	1	0.19724999999999965	No data	0.12992290060429257	-0.28835299683667714	0	-1	No data	-0.6903675	0.5	0
ICAM1	0.019091334594375096	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.15701897871747295	No data	No data	0.75	1	0	1	1	0	0	No data	-0.35653261096061684	-0.8956992282745541	0	-1	No data	0	0.5	-1
CD200R1	0.019042227329050223	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.15661509010451075	No data	No data	No data	1	0	0	0	0	0	No data	0.512606793081892	-0.6012019197305746	0	No data	No data	0	0.5	0
MUC19	0.019012830302112992	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.15637331071898922	No data	No data	No data	0	1	No data	No data	No data	0	No data	0.09314440508439259	0	No data	No data	No data	0	0.75	0.5
FNDC5	0.0188656816034197	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.15516306853952241	No data	No data	No data	1	1	0	0	0	0.8820749999999997	No data	-0.22525526151281516	-0.8133722890680308	0	No data	No data	0	0.75	0
PROK2	0.018805044294923592	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1546643496990365	No data	No data	No data	0	1	0	0	0	0.2635649999999998	No data	0.7146280475098978	-0.05377051238253633	0	No data	No data	0	0.5	0
ASAH1	0.018775612259601865	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.15442228238284397	No data	No data	No data	0	1	1	1	0	0	No data	0.32735986663888306	-0.9274867519309518	0	No data	No data	0	0.5	-1
PSD	0.018707511608689633	0.03077243607691183	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	1	1	0	0.6044899999999999	No data	-0.7083767451552407	0	0	No data	No data	0	0.5	0
HFE	0.01867423045686228	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.15358845554648462	No data	No data	No data	1	0	0	0	0	0	No data	0.3331944155032298	-0.727213425082408	0	No data	No data	0	-1	0
IGKV2D-30	0.018663782661577442	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.15350252639693432	No data	No data	No data	1	1	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	-0.9791675000000002	0.5	0.5
KMO	0.018633793058176324	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.15325587329497817	No data	No data	No data	0	0	1	1	0	0	No data	-0.2621379454052928	-0.2024885471391505	0	No data	No data	0	0.75	0
SLC25A39	0.018626583747001702	0.03063931588953874	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.3871850000000002	No data	0.37018128776828507	0	0	No data	No data	0	-1	-1
MAPK10	0.018555227049723844	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.15260969770426008	No data	No data	0.75	0	0	1	1	1	0.9784500000000002	1	-0.5402167118149614	-0.2890910513343173	0	No data	No data	-0.5851299999999998	0.5	-1
